"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2021","1,498.28","1,485.97","1,499.07","1,485.97","875.73K","0.83%"
"12/30/2021","1,485.97","1,490.96","1,493.38","1,484.82","747.86K","0.01%"
"12/29/2021","1,485.82","1,494.39","1,498.91","1,485.82","843.88K","-0.57%"
"12/28/2021","1,494.39","1,488.88","1,499.77","1,483.97","1.00M","0.37%"
"12/27/2021","1,488.88","1,477.03","1,490.12","1,469.91","752.11K","0.80%"
"12/24/2021","1,477.03","1,456.96","1,478.80","1,456.32","889.48K","1.38%"
"12/23/2021","1,456.96","1,477.67","1,481.21","1,447.14","1.36M","-1.40%"
"12/22/2021","1,477.67","1,478.74","1,489.24","1,471.84","1.07M","-0.07%"
"12/21/2021","1,478.74","1,477.33","1,486.09","1,472.43","902.84K","0.10%"
"12/20/2021","1,477.33","1,479.79","1,483.85","1,468.88","963.35K","-0.17%"
"12/17/2021","1,479.79","1,476.61","1,487.73","1,476.61","1.11M","0.22%"
"12/16/2021","1,476.61","1,475.50","1,482.32","1,468.95","927.54K","0.08%"
"12/15/2021","1,475.50","1,476.02","1,481.67","1,468.21","906.08K","-0.04%"
"12/14/2021","1,476.02","1,476.21","1,485.14","1,469.21","964.11K","-0.01%"
"12/13/2021","1,476.21","1,463.54","1,481.70","1,463.54","865.58K","0.87%"
"12/10/2021","1,463.54","1,467.98","1,475.85","1,461.78","798.29K","-0.30%"
"12/09/2021","1,467.98","1,452.87","1,467.98","1,446.88","665.46K","1.04%"
"12/08/2021","1,452.87","1,446.77","1,460.28","1,446.77","771.03K","0.42%"
"12/07/2021","1,446.77","1,413.58","1,446.77","1,413.58","755.91K","2.35%"
"12/06/2021","1,413.58","1,443.32","1,452.55","1,400.87","1.04M","-2.06%"
"12/03/2021","1,443.32","1,482.05","1,491.20","1,443.32","1.10M","-2.61%"
"12/02/2021","1,482.05","1,485.19","1,493.84","1,482.05","763.96K","-0.21%"
"12/01/2021","1,485.19","1,478.44","1,487.68","1,471.30","876.73K","0.46%"
"11/30/2021","1,478.44","1,484.84","1,503.09","1,471.57","1.08M","-0.43%"
"11/29/2021","1,484.84","1,493.03","1,493.03","1,464.83","1.01M","-0.55%"
"11/26/2021","1,493.03","1,500.81","1,511.68","1,488.83","1.06M","-0.52%"
"11/25/2021","1,500.81","1,488.87","1,505.36","1,488.87","1.01M","0.80%"
"11/24/2021","1,488.87","1,463.63","1,491.05","1,463.63","1.12M","1.72%"
"11/23/2021","1,463.63","1,447.25","1,463.63","1,438.41","880.07K","1.13%"
"11/22/2021","1,447.25","1,452.35","1,466.46","1,442.85","1.27M","-0.35%"
"11/19/2021","1,452.35","1,469.83","1,481.53","1,434.69","1.52M","-1.19%"
"11/18/2021","1,469.83","1,475.85","1,482.87","1,469.83","1.09M","-0.41%"
"11/17/2021","1,475.85","1,466.45","1,477.04","1,464.78","860.80K","0.64%"
"11/16/2021","1,466.45","1,476.57","1,476.97","1,459.08","1.22M","-0.69%"
"11/15/2021","1,476.57","1,473.37","1,481.96","1,466.01","1.17M","0.22%"
